¼øÀ§,¼±¼ö¸í,ÆÀ¸í,WAR,°æ±â,Å¸¼®,Å¸¼ö,µæÁ¡,¾ÈÅ¸,2·çÅ¸,3·çÅ¸,È¨·±,·çÅ¸,Å¸Á¡,µµ·ç,µµ·ç½ÇÆÐ,º¼³Ý,»ç±¸,°íÀÇ»ç±¸,»ïÁø,º´»ìÅ¸,Èñ»ýÅ¸,Èñ»ýÇÃ¶óÀÌ,Å¸À²,Ãâ·çÀ²,ÀåÅ¸À²,OPS,wOBA,wRC+,WAR2,WPA,¿¬µµ
10,À¯ÁöÇö,96LSS,3.74,100,466,385,56,96,15,3,4,129,26,24,7,59,11,2,61,2,9,2,0.249,0.363,0.335,0.698,0.327,107.2,3.74,,1996
11,¹ÚÇö½Â,96·Ô3B,3.69,108,410,354,62,102,22,3,8,154,51,10,6,40,5,2,55,13,9,2,0.288,0.367,0.435,0.802,0.361,129.8,3.69,,1996
12,¹ÚÁ¤ÅÂ,96·Ô2B,3.68,94,405,366,49,113,25,1,5,155,61,2,0,32,3,2,39,11,2,2,0.309,0.367,0.424,0.791,0.363,131.6,3.68,,1996
13,¹Ú°æ¿Ï,96½ÖC,3.66,126,480,367,58,80,19,2,15,148,74,2,5,60,19,3,113,6,24,10,0.218,0.349,0.403,0.752,0.329,108.0,3.66,,1996
14,ÀÌ½Â¿±,96»ï1B,3.65,122,504,459,57,139,32,6,9,210,76,4,1,34,5,4,42,10,1,5,0.303,0.354,0.458,0.811,0.367,134.3,3.65,,1996
15,±è°æ±â,96Çö1B,3.64,115,472,412,54,113,16,1,20,191,64,6,4,50,7,1,82,6,0,3,0.274,0.36,0.464,0.824,0.377,141.9,3.64,,1996
16,±èÀçÇö,96LLF,3.29,117,482,414,57,117,20,0,11,170,60,7,7,49,11,4,52,7,6,2,0.283,0.372,0.411,0.783,0.358,129.7,3.29,,1996
17,±è»óÈ£,96ORF,3.22,117,487,439,53,118,27,0,20,205,75,5,5,31,8,3,101,5,2,7,0.269,0.324,0.467,0.791,0.355,127.2,3.22,,1996
18,ÀÌ¼þ¿ë,96Çö1B,3.14,124,442,371,45,104,18,4,12,166,47,5,6,60,7,19,51,4,2,2,0.28,0.389,0.447,0.836,0.37,137.4,3.14,,1996
19,±è±âÅÂ,96½Ö1B,3.0,91,366,310,47,92,17,3,12,151,53,3,6,54,0,20,48,9,0,2,0.297,0.399,0.487,0.886,0.387,149.3,3.0,,1996
20,±èÀÎÈ£,96Çö2B,2.94,122,499,406,72,92,17,3,11,148,37,25,13,55,15,0,65,3,21,2,0.227,0.339,0.365,0.703,0.318,100.7,2.94,,1996
21,È«¿ø±â,96ÇÑ3B,2.89,123,450,382,46,100,20,0,9,147,47,5,4,42,11,1,75,12,9,6,0.262,0.347,0.385,0.732,0.334,112.0,2.89,,1996
22,ÀåÁ¾ÈÆ,96ÇÑ1B,2.87,90,340,289,50,77,18,0,15,140,57,8,4,37,11,6,63,2,0,3,0.266,0.368,0.484,0.852,0.382,146.3,2.87,,1996
23,¹ÚÁø¸¸,96ÇöSS,2.85,115,406,361,49,102,21,2,6,145,38,11,7,20,7,0,55,5,18,0,0.283,0.333,0.402,0.734,0.326,106.2,2.85,,1996
24,¼Û±¸È«,96L3B,2.74,109,414,349,45,91,18,1,7,132,38,17,6,25,22,1,49,11,18,0,0.261,0.349,0.378,0.727,0.327,107.3,2.74,,1996
25,±èµ¿¼ö,96LC,2.73,108,385,330,43,81,11,0,12,128,50,0,4,33,10,1,36,9,9,3,0.245,0.33,0.388,0.718,0.326,106.2,2.73,,1996
26,°­¼®Ãµ,96ÇÑ3B,2.65,113,404,357,44,102,15,2,4,133,49,18,10,30,6,1,53,12,9,2,0.286,0.349,0.373,0.722,0.33,109.4,2.65,,1996
27,ÀÌ¿µ¿ì,96ÇÑLF,2.63,114,417,353,59,95,21,3,8,146,39,12,9,49,2,1,63,9,11,2,0.269,0.36,0.414,0.773,0.349,122.2,2.63,,1996
28,½É¼ºº¸,96½ÖLF,2.56,116,391,335,51,92,26,4,5,141,51,8,2,40,2,3,55,6,2,12,0.275,0.345,0.421,0.765,0.344,118.8,2.56,,1996
29,¸¶ÇØ¿µ,96·Ô1B,2.44,120,467,428,49,118,26,3,12,186,64,5,2,30,3,1,81,11,3,3,0.276,0.325,0.435,0.76,0.345,119.1,2.44,,1996
30,ÀÌµ¿¼ö,96»ï3B,2.36,94,277,241,25,64,13,2,8,105,38,1,2,27,6,1,75,6,1,2,0.266,0.351,0.436,0.787,0.36,129.2,2.36,,1996
1,ÀÌÁ¾¹ü,97ÇØSS,9.7,125,577,484,112,157,28,3,30,281,74,64,15,87,3,30,49,9,0,3,0.324,0.428,0.581,1.009,0.431,173.2,9.7,,1997
2,¾çÁØÇõ,97»ïRF,8.17,126,561,442,94,145,32,5,30,277,98,25,17,103,7,27,75,7,0,8,0.328,0.455,0.627,1.082,0.457,189.3,8.17,,1997
3,±è±âÅÂ,97½Ö1B,7.3,111,478,390,95,134,30,3,26,248,79,10,7,84,2,14,54,11,0,2,0.344,0.46,0.636,1.096,0.472,202.6,7.3,,1997
4,ÃÖÀÍ¼º,97»ïCF,7.1,122,568,480,107,142,25,2,22,237,65,33,5,61,18,1,81,6,7,2,0.296,0.394,0.494,0.888,0.395,148.0,7.1,,1997
5,ÀÌ½Â¿±,97»ï1B,6.78,126,577,517,96,170,37,3,32,309,114,5,2,49,6,4,79,10,1,4,0.329,0.391,0.598,0.988,0.432,172.3,6.78,,1997
6,¹ÚÀçÈ«,97ÇöCF,6.65,96,403,331,77,108,16,0,27,205,69,22,14,66,4,10,59,5,0,2,0.326,0.442,0.619,1.061,0.458,193.7,6.65,,1997
7,È«Çö¿ì,97ÇØ3B,5.78,126,534,436,73,118,29,0,22,213,79,20,9,86,7,11,80,19,0,5,0.271,0.395,0.489,0.884,0.391,145.7,5.78,,1997
8,ÀÌº´±Ô,97LCF,5.6,126,550,495,82,151,31,8,7,219,69,23,5,43,8,3,50,6,1,3,0.305,0.368,0.442,0.81,0.366,130.5,5.6,,1997
9,½Åµ¿ÁÖ,97»ïLF,5.46,120,452,399,79,130,37,1,21,232,66,18,12,34,14,3,79,3,3,2,0.326,0.396,0.581,0.978,0.428,169.7,5.46,,1997
10,¹Ú°æ¿Ï,97½ÖC,4.75,82,314,239,46,67,15,1,16,132,48,2,3,58,8,1,59,7,5,4,0.28,0.43,0.552,0.983,0.426,170.9,4.75,,1997
11,°­¼®Ãµ,97ÇÑ3B,4.47,123,506,447,66,144,19,4,7,192,34,17,9,37,7,1,40,9,10,5,0.322,0.379,0.43,0.809,0.362,126.6,4.47,,1997
12,ÀåÁ¾ÈÆ,97ÇÑ1B,4.44,121,499,427,74,125,27,1,22,220,76,15,8,63,4,8,76,9,0,5,0.293,0.385,0.515,0.9,0.396,149.6,4.44,,1997
13,À¯ÁöÇö,97LSS,4.35,125,569,479,78,129,24,2,3,166,45,44,11,61,13,3,62,11,11,5,0.269,0.364,0.347,0.71,0.327,102.3,4.35,,1997
14,¹ÚÇö½Â,97·ÔRF,4.28,112,430,379,53,114,19,4,19,198,63,12,1,36,6,0,66,10,7,2,0.301,0.369,0.522,0.891,0.39,145.2,4.28,,1997
15,±è»óÈ£,97OLF,3.93,96,393,343,45,108,24,3,11,171,52,4,2,42,4,5,71,7,1,3,0.315,0.393,0.499,0.891,0.396,151.3,3.93,,1997
16,ÀÌ¼þ¿ë,97Çö1B,3.8,121,420,341,41,106,28,3,9,167,61,3,4,62,6,7,39,4,4,6,0.311,0.419,0.49,0.909,0.4,153.1,3.8,,1997
17,±èµ¿¼ö,97LC,3.77,121,472,394,54,93,26,0,17,170,66,2,2,54,9,4,70,6,7,8,0.236,0.336,0.431,0.767,0.337,109.9,3.77,,1997
18,ÃÖÅÂ¿ø,97½Ö2B,3.54,126,558,477,68,146,30,1,2,184,39,3,9,51,6,0,49,4,21,2,0.306,0.379,0.386,0.765,0.342,113.0,3.54,,1997
19,½ÉÀçÇÐ,97LRF,3.49,117,478,411,54,117,23,1,15,187,84,5,2,54,2,2,51,8,0,10,0.285,0.363,0.455,0.818,0.365,129.8,3.49,,1997
20,±èÅÂ±Õ,97»ïSS,3.44,115,412,349,64,90,23,1,16,163,62,5,9,45,6,0,62,9,9,3,0.258,0.35,0.467,0.817,0.359,123.6,3.44,,1997
21,ÀÌÈ£¼º,97ÇØLF,3.29,110,443,380,51,105,13,0,15,163,63,20,5,54,4,1,74,10,2,3,0.276,0.37,0.429,0.799,0.363,126.8,3.29,,1997
22,±èÇÑ¼ö,97»ï3B,3.23,124,524,466,57,136,27,1,9,192,68,9,9,36,7,4,79,6,13,2,0.292,0.35,0.412,0.762,0.338,109.7,3.23,,1997
23,Á¤°æ¹è,97»ï2B,3.07,123,486,420,66,115,25,3,13,185,72,13,9,36,6,2,84,5,14,6,0.274,0.336,0.44,0.776,0.335,107.6,3.07,,1997
24,½Å±¹È¯,97L2B,3.01,120,455,405,58,114,25,3,8,169,58,9,4,23,14,1,53,18,6,7,0.281,0.336,0.417,0.754,0.337,109.4,3.01,,1997
25,±è¹ÎÈ£,97OSS,2.9,122,529,467,75,111,13,5,6,152,34,46,7,44,8,1,94,11,10,0,0.238,0.314,0.325,0.64,0.294,78.9,2.9,,1997
26,¼­¿ëºó,97L1B,2.74,120,459,399,51,126,25,6,4,175,69,4,6,38,7,6,45,5,8,7,0.316,0.379,0.439,0.818,0.361,126.8,2.74,,1997
27,¸¶ÇØ¿µ,97·Ô1B,2.67,126,505,452,61,117,22,3,25,220,75,6,5,39,9,8,76,12,2,3,0.259,0.328,0.487,0.815,0.355,121.4,2.67,,1997
28,±è±¤¸²,97½ÖÇöCF,2.51,117,396,346,43,101,14,5,2,131,32,9,9,39,1,1,44,3,6,3,0.292,0.363,0.379,0.741,0.337,109.1,2.51,,1997
29,Á¤¼ö±Ù,97OCF,2.45,103,443,377,59,99,9,2,2,118,34,50,15,46,7,1,49,5,7,6,0.263,0.349,0.313,0.662,0.309,89.6,2.45,,1997
30,Á¶¿ø¿ì,97½ÖLF,2.41,126,489,424,61,136,18,9,5,187,49,15,7,24,2,3,48,13,33,6,0.321,0.355,0.441,0.796,0.333,106.8,2.41,,1997
1,±è±âÅÂ,98½Ö1B,7.28,126,541,434,84,134,28,4,31,263,90,10,5,104,0,15,79,11,0,3,0.309,0.44,0.606,1.046,0.445,186.5,7.28,,1998
2,ÀÌ½Â¿±,98»ï1B,6.73,126,568,477,100,146,32,2,38,296,102,0,2,78,5,10,97,4,1,7,0.306,0.404,0.621,1.024,0.434,175.9,6.73,,1998
3,¿ìÁî,98O1B,6.38,126,521,452,77,138,14,1,42,280,103,1,2,65,2,5,115,13,0,2,0.305,0.394,0.619,1.013,0.434,181.2,6.38,,1998
4,Äð¹Ù,98Çö3B,6.35,115,471,410,68,130,27,1,26,237,97,2,3,51,5,3,102,5,0,5,0.317,0.395,0.578,0.973,0.421,169.8,6.35,,1998
5,¾çÁØÇõ,98»ïDH,6.2,126,552,456,80,156,30,1,27,269,89,15,14,87,5,26,69,14,0,3,0.342,0.45,0.59,1.04,0.442,181.7,6.2,,1998
6,À¯ÁöÇö,98LSS,6.08,126,564,476,94,132,36,1,12,206,61,40,7,71,6,4,78,3,9,2,0.277,0.377,0.433,0.809,0.358,126.3,6.08,,1998
7,±èµ¿¼ö,98LC,5.5,118,471,408,67,116,28,2,20,208,66,2,3,44,9,2,71,8,4,6,0.284,0.362,0.51,0.872,0.378,140.5,5.5,,1998
8,¹ÚÀçÈ«,98ÇöRF,5.24,119,507,428,86,114,25,2,30,233,84,43,19,66,9,7,83,13,0,4,0.266,0.373,0.544,0.917,0.395,151.3,5.24,,1998
9,¹ÚÁ¤ÅÂ,98·Ô2B,4.88,113,473,406,56,129,24,2,13,196,79,1,3,52,4,3,47,5,3,8,0.318,0.394,0.483,0.876,0.386,143.9,4.88,,1998
10,Á¶¿ø¿ì,98½ÖCF,4.74,126,536,479,80,149,20,4,12,213,62,23,6,35,7,3,46,15,12,3,0.311,0.365,0.445,0.809,0.354,122.6,4.74,,1998
11,°­µ¿¿ì,98»ïCF,4.5,123,468,414,74,124,23,8,10,193,30,22,7,42,1,1,68,5,11,0,0.3,0.365,0.466,0.832,0.362,127.5,4.5,,1998
12,±è´ëÀÍ,98·ÔCF,4.41,124,527,466,79,136,29,7,5,194,40,27,9,48,4,2,65,6,9,0,0.292,0.363,0.416,0.779,0.347,116.9,4.41,,1998
13,È«Çö¿ì,98ÇØ3B,4.41,126,533,442,80,119,24,1,15,190,62,13,9,79,3,8,74,9,5,4,0.269,0.381,0.43,0.811,0.359,125.3,4.41,,1998
14,ÀüÁØÈ£,98ÇöLF,4.27,126,518,446,78,143,16,7,5,188,43,35,17,49,10,0,58,2,10,3,0.321,0.398,0.422,0.819,0.367,131.6,4.27,,1998
15,±èÀçÇö,98LLF,4.23,122,541,482,70,142,31,3,16,227,76,8,6,47,7,2,80,6,2,3,0.295,0.364,0.471,0.835,0.37,134.4,4.23,,1998
16,Á¤¼ö±Ù,98OCF,4.2,125,549,480,88,138,19,11,1,182,36,44,13,51,6,3,44,7,9,2,0.288,0.362,0.379,0.741,0.332,107.3,4.2,,1998
17,½ÉÁ¤¼ö,98ORF,4.14,126,518,477,71,140,29,4,19,234,73,4,1,34,5,3,82,5,0,2,0.294,0.346,0.491,0.836,0.368,133.2,4.14,,1998
18,±è°æ±â,98Çö3B,3.88,126,493,431,62,118,25,0,18,197,59,5,6,43,12,3,79,11,4,3,0.274,0.354,0.457,0.811,0.358,124.9,3.88,,1998
19,¹Ú°æ¿Ï,98ÇöC,3.84,123,458,404,54,101,25,1,19,185,66,3,3,39,6,0,103,10,7,2,0.25,0.324,0.458,0.782,0.341,113.4,3.84,,1998
20,Àå¼ºÈ£,98ÇØ1B,3.71,125,529,465,76,145,23,1,15,215,49,5,0,44,9,6,53,12,9,2,0.312,0.381,0.462,0.843,0.369,132.6,3.71,,1998
21,ÀÌÈ£ÁØ,98ÇØLF,3.66,121,465,422,64,128,27,1,19,214,77,5,2,27,6,1,71,13,2,8,0.303,0.348,0.507,0.855,0.372,134.7,3.66,,1998
22,¸¶ÇØ¿µ,98·Ô1B,3.63,126,534,465,77,136,33,1,15,216,64,2,3,51,12,3,97,7,3,3,0.292,0.375,0.465,0.839,0.372,134.7,3.63,,1998
23,ÀÌ¸í¼ö,98Çö2B,3.59,106,371,327,48,103,13,3,11,155,46,5,6,35,1,0,62,6,4,4,0.315,0.379,0.474,0.853,0.376,138.1,3.59,,1998
24,ÀÌº´±Ô,98LCF,3.48,124,544,499,75,139,31,5,9,207,67,11,6,36,3,1,47,13,3,3,0.279,0.329,0.415,0.744,0.332,106.9,3.48,,1998
25,±èÇÑ¼ö,98»ï3B,3.44,126,503,463,65,139,24,1,15,210,80,5,3,19,6,1,70,19,9,6,0.3,0.332,0.454,0.786,0.342,113.6,3.44,,1998
26,±èµ¿ÁÖ,98O3B,3.37,125,510,457,69,121,21,1,24,216,89,4,3,29,8,2,87,14,0,16,0.265,0.31,0.473,0.783,0.338,111.8,3.37,,1998
27,½É¼ºº¸,98½ÖRF,3.37,126,521,469,61,126,24,5,24,232,86,9,5,38,4,3,110,12,2,8,0.269,0.324,0.495,0.818,0.353,122.1,3.37,,1998
28,¼ÛÁö¸¸,98ÇÑRF,3.28,126,508,432,66,116,20,0,16,184,49,25,8,45,19,1,99,6,10,2,0.269,0.361,0.426,0.787,0.35,118.8,3.28,,1998
29,ÃÖÀÍ¼º,98»ïRF,3.05,110,446,374,74,98,15,0,13,152,42,20,5,43,23,3,62,2,5,1,0.262,0.372,0.406,0.778,0.351,119.7,3.05,,1998
30,±èÃ¢Èñ,98ÇØCF,3.03,124,500,439,49,117,23,1,12,178,64,5,2,46,7,6,71,13,5,3,0.267,0.343,0.405,0.749,0.332,106.6,3.03,,1998
1,ÀÌ½Â¿±,99»ï1B,8.91,132,614,486,128,157,33,2,54,356,123,10,2,112,12,6,114,7,0,4,0.323,0.458,0.733,1.19,0.486,191.8,8.91,,1999
2,ÀÌº´±Ô,99LCF,8.07,131,599,550,117,192,43,8,30,341,99,31,3,34,9,6,65,11,2,4,0.349,0.394,0.62,1.014,0.426,155.2,8.07,,1999
3,¸¶ÇØ¿µ,99·Ô1B,7.18,132,579,503,111,187,38,4,35,338,119,6,9,59,10,5,65,11,0,7,0.372,0.442,0.672,1.114,0.468,180.7,7.18,,1999
4,È£¼¼,99·ÔRF,6.64,132,553,462,93,151,29,3,36,294,122,12,3,79,5,7,119,8,0,7,0.327,0.425,0.636,1.061,0.443,164.4,6.64,,1999
5,È«Çö¿ì,99ÇØ2B,5.91,129,561,487,99,146,26,0,34,274,111,31,6,64,3,1,104,10,3,4,0.3,0.382,0.563,0.944,0.401,136.3,5.91,,1999
6,µ¥ÀÌºñ½º,99ÇÑCF,5.79,130,578,525,93,172,31,3,30,299,106,35,18,41,5,1,93,14,2,5,0.328,0.379,0.57,0.948,0.404,138.0,5.79,,1999
7,½ÉÁ¤¼ö,99µÎRF,5.64,132,544,480,79,161,35,1,31,291,110,1,4,53,8,4,77,17,0,3,0.335,0.408,0.606,1.014,0.431,158.7,5.64,,1999
8,Àå¼ºÈ£,99ÇØLF,5.63,129,559,485,110,166,32,1,24,272,62,5,3,61,8,2,71,9,0,5,0.342,0.42,0.561,0.981,0.425,152.0,5.63,,1999
9,Á¤¼ö±Ù,99µÎCF,5.55,129,589,505,100,164,28,8,2,214,55,57,13,70,4,1,56,12,5,5,0.325,0.408,0.424,0.831,0.376,121.0,5.55,,1999
10,±èÇÑ¼ö,99»ï3B,5.09,128,551,497,87,169,36,1,18,261,88,7,6,33,13,4,73,12,1,7,0.34,0.391,0.525,0.916,0.397,133.6,5.09,,1999
11,±èµ¿ÁÖ,99µÎ3B,4.94,114,455,399,62,128,25,3,22,225,84,2,1,41,10,1,53,9,1,4,0.321,0.394,0.564,0.958,0.41,144.7,4.94,,1999
12,·Î¸¶ÀÌ¾î,99ÇÑDH,4.93,132,572,487,91,142,30,3,45,313,109,6,2,74,6,4,100,8,0,5,0.292,0.388,0.643,1.031,0.426,152.4,4.93,,1999
13,¾çÁØÇõ,99ÇØDH,4.71,131,588,496,96,160,23,1,32,281,105,21,12,82,5,7,68,14,1,4,0.323,0.421,0.567,0.987,0.422,150.2,4.71,,1999
14,ÀÌµ¿¼ö,99½Ö3B,4.56,86,357,291,56,93,19,2,19,173,68,2,0,46,14,3,69,9,2,4,0.32,0.431,0.595,1.026,0.434,159.6,4.56,,1999
15,¿ìÁî,99µÎ1B,4.55,124,544,454,90,135,20,0,34,257,101,5,2,83,3,8,126,14,0,4,0.297,0.406,0.566,0.972,0.412,146.1,4.55,,1999
16,»÷´õ½º,99ÇØ1B,4.43,125,526,409,86,101,14,0,40,235,94,3,0,105,7,1,133,5,4,1,0.247,0.408,0.575,0.983,0.414,145.0,4.43,,1999
17,¹ÚÁ¤ÅÂ,99·Ô2B,4.37,127,540,456,83,150,17,3,11,206,83,0,3,63,6,0,60,17,4,11,0.329,0.409,0.452,0.86,0.383,125.2,4.37,,1999
18,¹ÚÀçÈ«,99ÇöRF,4.06,129,572,482,83,142,27,1,24,243,98,17,13,79,6,6,85,10,0,5,0.295,0.397,0.504,0.901,0.391,131.0,4.06,,1999
19,ÀÌ¿µ¿ì,99ÇÑLF,4.04,128,482,425,83,142,33,4,13,222,49,16,7,40,9,2,69,6,3,5,0.334,0.399,0.522,0.921,0.399,135.1,4.04,,1999
20,ÀÌÁ¾¿­,99L2B,4.02,128,544,468,82,136,23,7,9,200,55,18,1,53,13,1,83,10,9,1,0.291,0.378,0.427,0.805,0.357,108.3,4.02,,1999
21,±è±âÅÂ,99»ïDH,3.83,130,560,468,82,137,33,2,28,258,88,5,4,82,6,6,95,9,1,3,0.293,0.403,0.551,0.954,0.407,140.5,3.83,,1999
22,¹ÚÁ¾È£,99Çö2B,3.83,119,473,396,79,119,29,4,10,186,55,13,3,28,31,1,53,4,14,4,0.301,0.388,0.47,0.858,0.37,116.8,3.83,,1999
23,À¯ÁöÇö,99LSS,3.81,93,422,356,67,108,19,5,11,170,45,14,10,50,5,0,42,5,6,5,0.303,0.392,0.478,0.869,0.379,123.1,3.81,,1999
24,Á¤°æ¹è,99»ï2B,3.71,105,453,398,75,124,15,0,18,193,53,16,8,24,24,0,80,7,6,1,0.312,0.385,0.485,0.87,0.381,123.3,3.71,,1999
25,±èµ¿¼ö,99LC,3.67,104,389,334,55,96,22,1,16,168,65,1,3,39,10,2,46,7,3,3,0.287,0.376,0.503,0.879,0.378,122.8,3.67,,1999
26,½º¹Ì½º,99»ïLF,3.22,123,442,408,70,117,20,1,40,259,98,1,1,25,2,2,100,8,1,6,0.287,0.327,0.635,0.961,0.391,130.3,3.22,,1999
27,¼ÛÁö¸¸,99ÇÑRF,3.14,132,515,476,76,148,24,11,22,260,74,20,18,28,4,0,88,7,4,3,0.311,0.352,0.546,0.899,0.381,123.3,3.14,,1999
28,¹Ú°æ¿Ï,99ÇöC,3.14,124,467,367,67,81,16,1,23,168,67,2,2,72,8,2,95,9,18,2,0.221,0.359,0.458,0.816,0.344,99.2,3.14,,1999
29,ÀåÁ¾ÈÆ,99ÇÑ1B,3.13,126,531,465,80,132,31,2,27,248,86,4,4,54,8,0,93,11,0,4,0.284,0.365,0.533,0.899,0.386,126.4,3.13,,1999
30,±èÀçÇö,99LRF,2.93,121,520,453,75,130,17,1,21,212,94,8,4,54,9,2,58,14,0,4,0.287,0.371,0.468,0.839,0.369,116.4,2.93,,1999
1,¹Ú°æ¿Ï,00ÇöC,7.47,130,517,408,83,115,16,0,40,251,95,7,4,87,12,7,112,7,6,4,0.282,0.419,0.615,1.034,0.432,162.6,7.47,,2000
2,±èµ¿ÁÖ,00µÎ3B,7.28,127,539,469,78,159,29,1,31,283,106,5,2,51,13,1,65,17,0,6,0.339,0.414,0.603,1.017,0.439,168.2,7.28,,2000
3,¹ÚÀçÈ«,00ÇöCF,6.75,132,572,489,101,151,31,5,32,288,115,30,14,64,7,5,77,15,0,12,0.309,0.388,0.589,0.977,0.415,150.7,6.75,,2000
4,¼ÛÁö¸¸,00ÇÑRF,6.44,120,530,468,93,158,33,2,32,291,90,20,7,52,7,2,72,10,0,3,0.338,0.409,0.622,1.031,0.443,166.6,6.44,,2000
5,¿ìÁî,00µÎ1B,6.12,127,565,479,91,151,22,0,39,290,111,4,1,77,6,5,132,13,0,3,0.315,0.414,0.605,1.02,0.437,166.6,6.12,,2000
6,¹ÚÁ¾È£,00Çö2B,5.56,121,541,441,89,150,30,3,10,216,58,9,5,61,12,0,47,4,20,7,0.34,0.428,0.49,0.918,0.398,139.0,5.56,,2000
7,½ÉÁ¤¼ö,00µÎRF,5.31,126,542,454,75,138,21,2,29,250,91,3,0,69,10,1,67,12,0,9,0.304,0.4,0.551,0.951,0.413,149.9,5.31,,2000
8,ºê¸®¶Ç,00SSS,5.29,103,452,405,65,137,26,4,15,216,70,3,2,31,11,2,55,8,3,2,0.338,0.399,0.533,0.932,0.408,144.9,5.29,,2000
9,ÀÌ½Â¿±,00»ï1B,5.18,125,544,454,108,133,33,0,36,274,95,4,5,80,7,7,113,5,0,3,0.293,0.404,0.604,1.008,0.428,157.3,5.18,,2000
10,ÀÌº´±Ô,00LCF,5.17,129,595,527,99,170,28,1,18,254,99,14,8,52,5,4,91,15,2,9,0.323,0.383,0.482,0.865,0.381,128.0,5.17,,2000
11,ÀÌ¿µ¿ì,00ÇÑLF,4.92,128,542,478,91,152,36,5,25,273,64,7,12,52,8,5,91,5,1,3,0.318,0.392,0.571,0.963,0.415,148.2,4.92,,2000
12,µ¥ÀÌºñ½º,00ÇÑCF,4.7,107,458,419,72,140,29,1,22,237,80,21,7,25,2,1,92,15,3,9,0.334,0.367,0.566,0.933,0.399,137.8,4.7,,2000
13,ÇÁ¶ûÄÚ,00»ïRF,4.69,132,549,477,79,156,19,1,22,243,110,12,5,63,2,5,86,11,0,7,0.327,0.403,0.509,0.912,0.401,139.5,4.69,,2000
14,Àå¼ºÈ£,00ÇØ1B,4.66,115,546,450,90,146,30,1,14,220,48,6,5,88,3,4,57,7,2,3,0.324,0.436,0.489,0.925,0.413,148.2,4.66,,2000
15,±èÀçÇö,00LRF,4.26,131,560,464,83,143,32,2,11,212,62,6,6,81,7,5,73,11,3,5,0.308,0.415,0.457,0.872,0.391,134.5,4.26,,2000
16,¾çÁØÇõ,00LDH,4.03,117,514,432,79,135,30,2,15,214,92,15,4,73,5,4,65,6,0,3,0.313,0.415,0.495,0.911,0.404,144.0,4.03,,2000
17,±è±âÅÂ,00»ïDH,3.85,101,395,333,69,103,24,1,26,207,80,5,1,57,2,7,56,6,0,3,0.309,0.41,0.622,1.032,0.436,162.1,3.85,,2000
18,À¯ÁöÇö,00LSS,3.72,129,592,495,97,139,24,1,7,186,38,25,9,73,2,1,50,4,18,4,0.281,0.373,0.376,0.749,0.336,97.0,3.72,,2000
19,¸¶ÇØ¿µ,00·Ô1B,3.52,132,569,497,73,146,25,1,23,242,90,2,1,51,18,2,75,10,0,3,0.294,0.378,0.487,0.865,0.384,128.6,3.52,,2000
20,¹ÚÁø¸¸,00ÇöSS,3.51,129,477,420,67,121,30,4,15,204,58,0,5,36,6,0,76,9,11,4,0.288,0.35,0.486,0.836,0.359,112.7,3.51,,2000
21,Àå¿øÁø,00µÎLF,3.49,133,579,527,94,170,27,5,7,228,59,10,4,43,3,0,37,12,1,5,0.323,0.374,0.433,0.806,0.365,116.6,3.49,,2000
22,½º¹Ì½º,00»ïLDH,3.49,118,484,423,71,122,27,1,35,256,100,0,1,53,2,3,120,17,0,6,0.288,0.366,0.605,0.971,0.409,145.9,3.49,,2000
23,Äý¶õ,00Çö3B,3.3,133,537,487,74,115,23,2,37,253,91,2,1,36,11,1,173,6,1,2,0.236,0.302,0.52,0.822,0.35,106.4,3.3,,2000
24,·Î¸¶ÀÌ¾î,00ÇÑDH,3.19,123,534,473,73,140,30,0,29,257,96,3,2,53,4,2,115,19,0,4,0.296,0.369,0.543,0.912,0.395,135.4,3.19,,2000
25,½ÉÀçÇÐ,00ÇöRF,3.06,130,502,430,66,114,30,1,21,209,75,3,2,51,15,1,59,7,3,3,0.265,0.361,0.486,0.847,0.371,120.8,3.06,,2000
26,È«¼ºÈç,00µÎC,2.96,127,484,438,55,127,13,2,10,174,59,10,3,32,3,2,50,12,7,4,0.29,0.34,0.397,0.737,0.328,91.0,2.96,,2000
27,Á¤°æ¹è,00»ï2B,2.81,102,426,374,60,108,25,1,12,171,38,5,4,33,9,0,71,5,7,3,0.289,0.358,0.457,0.815,0.358,111.4,2.81,,2000
28,Á¤¼ö±Ù,00µÎCF,2.78,127,567,502,82,139,23,3,3,177,50,47,7,47,5,0,40,5,7,6,0.277,0.341,0.353,0.694,0.317,83.7,2.78,,2000
29,Á¶°æÈ¯,00·ÔLF,2.57,113,438,386,52,102,15,2,25,196,64,1,4,42,9,2,113,6,0,1,0.264,0.349,0.508,0.857,0.373,121.5,2.57,,2000
30,È«Çö¿ì,00ÇØ3B,2.52,88,361,291,42,68,16,2,14,130,50,12,7,62,5,5,63,11,0,3,0.234,0.374,0.447,0.821,0.363,115.0,2.52,,2000
1,È£¼¼,01·ÔRF,7.89,117,499,367,90,123,20,2,36,255,102,7,4,127,1,28,72,4,0,4,0.335,0.503,0.695,1.198,0.498,199.3,7.89,,2001
2,½ÉÀçÇÐ,01µÎRF,6.41,117,469,369,83,127,20,1,24,221,88,7,1,86,7,8,50,6,4,3,0.344,0.473,0.599,1.072,0.466,179.5,6.41,,2001
